libName,lbiType,sidoName,gunguName,closeDay,weekdayTime,satTime,holidayTime,tkNum,tkDay,adrress,phNum,url,latitude,longitude
중랑구립면목정보도서관,공공도서관,서울특별시,중랑구,"매월 첫째, 셋째 월요일,법정공휴일(일요일제외) 및 근로자의날(5월1일), 임시휴관일",08:00-23:00,08:00-22:00,00:00-00:00,5,14,서울특별시 중랑구 면목로 397 (면목동),02-432-4120,http://www.jungnanglib.seoul.kr/mmlib,37.5873561521,127.0875565596
중랑숲어린이도서관,공공도서관,서울특별시,중랑구,"매주월요일, 법정공휴일(일요일제외) 및 근로자의날(5월1일), 임시휴관일",09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 중랑구 망우로73길 46-1 (망우동),02-6235-1150,http://www.jungnanglib.seoul.kr/suplib,37.602634,127.103926
중화어린이도서관,공공도서관,서울특별시,중랑구,"매주일요일, 법정공휴일 및 근로자의날(5월1일), 임시휴관일",09:00-18:00,10:00-17:00,00:00-00:00,5,14,서울특별시 중랑구 중랑역로3길 28 (중화동),02-494-1846,http://www.jungnanglib.seoul.kr/jhklib,37.595004,127.0748924744
양원숲속도서관,공공도서관,서울특별시,중랑구,"매주월요일, 법정공휴일(일요일제외) 및 근로자의날(5월1일), 임시휴관일",09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 중랑구 송림길 172 (망우동),02-432-0711,http://www.jungnanglib.seoul.kr/ywlib/,37.606825,127.110697
중랑상봉도서관,공공도서관,서울특별시,중랑구,"매주월요일, 법정공휴일(일요일제외) 및 근로자의날(5월1일), 임시휴관일",09:00-20:00,09:00-17:00,00:00-00:00,5,14,서울특별시 중랑구 동일로114길 10 (상봉동),,http://www.jungnanglib.seoul.kr/sblib/,37.5931272353,127.080932
송파글마루도서관,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-22:00,09:00-22:00,09:00-22:00,5,14,서울특별시 송파구 충민로 120 (장지동),02-449-8855,http://www.splib.or.kr,37.4808326922,127.1304765731
송파어린이도서관,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-18:00,09:00-18:00,09:00-18:00,5,14,서울특별시 송파구 올림픽로 105 (잠실동),02-418-0303,http://www.splib.or.kr,37.5121012604,127.0824284892
거마도서관,공공도서관,서울특별시,송파구,국가지정공휴일+2째월요일+4째월요일,08:00-23:00,08:00-23:00,08:00-23:00,5,14,서울특별시 송파구 거마로2길 19 (거여동),02-449-2332,http://www.splib.or.kr,37.493545,127.1468273964
소나무언덕1호,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-22:00,09:00-22:00,09:00-22:00,5,14,서울특별시 송파구 올림픽로 47길 9 (풍납동),02-475-0266,http://www.splib.or.kr,37.5274169166,127.1180408616
소나무언덕2호,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-22:00,09:00-22:00,09:00-22:00,5,14,서울특별시 송파구 석촌호수로 155 (잠실동),02-424-0083,http://www.splib.or.kr,37.5072666662,127.0942172981
소나무언덕3호,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-22:00,09:00-22:00,09:00-22:00,5,14,서울특별시 송파구 성내천로 319 (마천동),02-443-0130,http://www.splib.or.kr,37.492325,127.156619
소나무언덕4호,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-22:00,09:00-22:00,09:00-22:00,5,14,서울특별시 송파구 송이로 34 (송파동),02-419-5100,http://www.splib.or.kr,37.502207,127.116836
소나무언덕 잠실본동,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-18:00,09:00-18:00,09:00-18:00,5,14,서울특별시 송파구 탄천동로 211 (잠실동),02-412-0750,http://www.splib.or.kr,37.5031008494,127.0788719571
송파어린이영어,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-18:00,09:00-18:00,09:00-18:00,5,14,서울특별시 송파구 오금로 1 (신천동),02-415-3567,http://www.splib.or.kr,37.5223926038,127.1029830143
돌마리도서관,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-22:00,09:00-22:00,09:00-22:00,5,14,서울특별시 송파구 백제고분로37길 16 (석촌동),02-414-7007,http://www.splib.or.kr,37.5035646147,127.1036854792
송파위례도서관,공공도서관,서울특별시,송파구,매주월요일+국가지정공휴일,09:00-22:00,09:00-22:00,09:00-22:00,5,14,서울특별시 송파구 위례광장로 210 (장지동),02-402-3003,http://www.splib.or.kr,37.4811666537,127.1439359526
은평구립도서관,공공도서관,서울특별시,은평구,"월요일,법정공휴일",09:00-22:00,09:00-18:00,09:00-18:00,5,14,서울특별시 은평구 통일로78가길 13-84,02-385-1671,http://www.eplib.or.kr/,37.61897412,126.9282674
증산정보도서관,공공도서관,서울특별시,은평구,"금요일,법정공휴일",09:00-22:00,09:00-18:00,09:00-18:00,5,14,서울특별시 은평구 증산로5길 6,02-307-6030,http://www.jsplib.or.kr/,37.5828079079,126.9076711057
응암정보도서관,공공도서관,서울특별시,은평구,"금요일,법정공휴일",09:00-22:00,09:00-18:00,09:00-18:00,5,14,서울특별시 은평구 가좌로 7길 15,02-308-2320,http://www.ealib.or.kr/,37.5859665629,126.9196820594
상림마을작은도서관,공공도서관,서울특별시,은평구,"월요일,법정공휴일",09:00-18:00,09:00-18:00,09:00-18:00,5,14,서울특별시 은평구 진관4로 48-25,02-838-7557,http://www.eplib.or.kr/,37.6442159908,126.9289423548
은평뉴타운 도서관,공공도서관,서울특별시,은평구,"금요일,법정공휴일",09:00-22:00,09:00-18:00,09:00-18:00,5,14,서울특별시 은평구 진관2로 111-51,02-6341-6400,http://www.enlib.or.kr/,37.6372303968,126.9331183475
중랑구립정보도서관,공공도서관,서울특별시,중랑구,"매월 둘째, 넷째 월요일,법정공휴일(일요일제외) 및 근로자의날(5월1일), 임시휴관일",07:00-23:00,07:00-22:00,00:00-00:00,5,14,서울특별시 중랑구 신내로15길 197 (묵동),02-490-9113,http://www.jungnanglib.seoul.kr/jnlib,37.6151557,127.0869050507
사당솔밭도서관,공공도서관,서울특별시,동작구,"매주 월요일, 법정공휴일",09:00-22:00,09:00-17:00,00:00-00:00,5,14,서울특별시 동작구 솔밭로 86,02-585-8411,http://lib.dongjak.go.kr/,37.484056,126.967369
동작상도국주도서관,공공도서관,서울특별시,동작구,"매주 월요일, 법정공휴일",09:00-22:00,09:00-17:00,00:00-00:00,5,14,서울특별시 동작구 매봉로 37,02-813-6750,http://lib.dongjak.go.kr/,37.5068219493,126.9509960718
동작어린이도서관,공공도서관,서울특별시,동작구,"매주 월요일, 법정공휴일",09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 동작구 장승배기로16길 98,02-823-6750,http://lib.dongjak.go.kr/,37.5092044290,126.943434
대방어린이도서관,공공도서관,서울특별시,동작구,"매주 월요일, 법정공휴일",09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 동작구 대방동길 55,02-813-6740,http://lib.dongjak.go.kr/,37.5030242235,126.9252221319
약수도서관,공공도서관,서울특별시,동작구,"매주 월요일, 법정공휴일",09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 동작구 양녕로22바길 64,02-823-1907,http://lib.dongjak.go.kr/,37.497851,126.9474396
동작샘터도서관,작은도서관,서울특별시,동작구,"매주 월요일, 법정공휴일",09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 동작구 동작대로29길 63-26,02-533-6750,http://lib.dongjak.go.kr/,37.4883609,126.977553
다울작은도서관,작은도서관,서울특별시,동작구,"매주 월요일, 법정공휴일",09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 동작구 사당로20길132,02-3473-3360,http://lib.dongjak.go.kr/,37.4788487,126.9732460032
국사봉숲속작은도서관,작은도서관,서울특별시,동작구,"매주 일요일, 법정공휴일",10:00-18:00,10:00-18:00,00:00-00:00,5,14,서울특별시 동작구 양녕로23길27,02-820-9221,http://lib.dongjak.go.kr/,37.4954320648,126.9405908581
중앙동 새싹작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 양녕로6다길 7,02-875-9513,http://lib.gwanak.go.kr/,37.484166,126.949749
청림동 푸른숲작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 관악로40길 39,02-876-4090,http://lib.gwanak.go.kr/,37.491797,126.958599
행운동 마루작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 행운1길 43,02-876-3434,http://lib.gwanak.go.kr/,37.480593,126.957059
청룡동 숯고을작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 쑥고개로 44,02-876-4083,http://lib.gwanak.go.kr/,37.479107,126.941694
낙성동 우듬지작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 낙성대로4가길 5,02-876-4072,http://lib.gwanak.go.kr/,37.476264,126.958365
미성동 책의향기작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 난곡로 249,02-830-5312,http://lib.gwanak.go.kr/,37.476132,126.915527
삼성동 샛별작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 호암로 589,02-876-2063,http://lib.gwanak.go.kr/,37.470073,126.932964
책쉼터,작은도서관,서울특별시,관악구,매주 일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,2,7,서울특별시 관악구 낙성대로3길 37,00-000-0000,http://lib.gwanak.go.kr/,37.472973,126.960215
신림청소년독서실,작은도서관,서울특별시,관악구,매주 일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,3,7,서울특별시 관악구 난곡로64가길 19,070-7525-0619,http://lib.gwanak.go.kr/,37.480177,126.916185
관악산 詩도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 신림로 23,02-871-2261,http://lib.gwanak.go.kr/,37.468116,126.946069
낙성대공원도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 낙성대로 77,02-872-5575,http://lib.gwanak.go.kr/,37.471383,126.959727
하난곡작은도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 난우10가길 20-7,02-868-8994,http://lib.gwanak.go.kr/,37.4767912,126.919945
용꿈꾸는 작은도서관,작은도서관,서울특별시,관악구,매주 일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 관악로 145,02-889-8823,http://lib.gwanak.go.kr/,37.478127,126.951487
도림천에서 용나는 작은도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 신림로 297,02-877-2722,http://lib.gwanak.go.kr/,37.480942,126.929827
꿈나무 영유아도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 신림로3길 35,02-828-5721,http://lib.gwanak.go.kr/,37.467081,126.944781
보라매동 다사랑작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 봉천로 279-8,02-876-2879,http://lib.gwanak.go.kr/,37.467081,126.944781
은천동 한울작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 국회단지2길 29-10,02-876-4091,http://lib.gwanak.go.kr/,37.486875,126.941527
인헌동 보물섬 작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 남부순환로246가길 20,02-889-4941,http://lib.gwanak.go.kr/,37.475044,126.965247
난곡동 책사랑 작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 난곡로 30길 40,02-861-7130,http://lib.gwanak.go.kr/,37.470991,126.921644
난향동 뜰안에작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 난곡로 67,02-867-1735,http://lib.gwanak.go.kr/,37.164461,126.918785
남현동 우리작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 남현1가길 29,02-525-1334,http://lib.gwanak.go.kr/,37.474518,126.9778675
신림동 굴렁쇠작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 신림동길 14,02-877-2727,http://lib.gwanak.go.kr/,37.487372,126.927118
서림동 글사랑작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 신림로29길 6,02-884-3951,http://lib.gwanak.go.kr/,37.474961,126.934984
신원동 울타리작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 신원로3길 13-6,02-839-1547,http://lib.gwanak.go.kr/,37.481565,126.927333
신사동 해오름작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 조원로 151-1,02-853-7336,http://lib.gwanak.go.kr/,37.485923,126.919089
서원동 어울작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 신림로 282,02-872-5322,http://lib.gwanak.go.kr/,37.479734,126.9313649
대학동 녹두작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 신림로 111,02-872-4765,http://lib.gwanak.go.kr/,37.470598,126.936927
성현동 파랑새작은도서관,작은도서관,서울특별시,관악구,매주 토/일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 구암길 38,02-875-9054,http://lib.gwanak.go.kr/,37.489512,126.948077
신림청소년독서실,작은도서관,서울특별시,관악구,매주 일요일/국가지정공휴일,08:00-23:00,08:00-23:00,09:00-22:00,3,7,서울특별시 관악구 난곡로64가길 19,070-7525-0619,http://lib.gwanak.go.kr/,37.480177,126.916185
관악문화관도서관,공공도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,07:00-23:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 신림로3길 35(신림동),02-828-5700,http://lib.gwanak.go.kr/,37.467135,126.944735
글빛정보도서관,공공도서관,서울특별시,관악구,매주 수요일/국가지정공휴일,07:00-23:00,09:00-22:00,00:00-00:00,5,14,서울특별시 관악구 관악로 30길 23,02-878-7460,http://lib.gwanak.go.kr/,37.486252,126.959668
성현동작은도서관,공공도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,09:00-19:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 관악로 37길 56,02-877-7182,http://lib.gwanak.go.kr/,37.487704,126.956096
은천동작은도서관,공공도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,09:00-20:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 봉천로 33나길 30,02-877-1162,http://lib.gwanak.go.kr/,37.485298,126.942434
조원작은도서관,공공도서관,서울특별시,관악구,매주 수요일/법정공휴일,09:00-20:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 조원로 12길 25,02-851-5571,http://lib.gwanak.go.kr/,34.482544,126.907773
책이랑놀이랑,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 행운1길 12,02-878-0955,http://lib.gwanak.go.kr/,37.479992,126.958588
관악산 詩도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 신림로 23,02-871-2261,http://lib.gwanak.go.kr/,37.468116,126.946069
낙성대공원도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 낙성대로 77,02-872-5575,http://lib.gwanak.go.kr/,37.471383,126.959727
하난곡작은도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 난우10가길 20-7,02-868-8994,http://lib.gwanak.go.kr/,37.4767912,126.919945
용꿈꾸는 작은도서관,작은도서관,서울특별시,관악구,매주 일요일/국가지정공휴일,09:00-22:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 관악로 145,02-889-8823,http://lib.gwanak.go.kr/,37.478127,126.951487
도림천에서 용나는 작은도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,09:00-20:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 신림로 297,02-877-2722,http://lib.gwanak.go.kr/,37.480942,126.929827
꿈나무 영유아도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,09:00-18:00,09:00-17:00,00:00-00:00,5,14,서울특별시 관악구 신림로3길 35,02-828-5721,http://lib.gwanak.go.kr/,37.467081,126.944781
서울대입구역 U-도서관,작은도서관,서울특별시,관악구,국가지정공휴일(설날/추석),06:00-00:00,06:00-00:00,00:00-00:00,5,14,서울특별시 관악구 남부순환로 지하 1822,00-000-0000,http://lib.gwanak.go.kr/,37.481239,126.952747
신대방역 U-도서관,작은도서관,서울특별시,관악구,국가지정공휴일(설날/추석),06:00-00:00,06:00-00:00,00:00-00:00,5,14,서울특별시 동작구 대림로 2(신대방역),00-000-0000,http://lib.gwanak.go.kr/,37.487397,126.913024
봉천역 U-도서관,작은도서관,서울특별시,관악구,국가지정공휴일(설날/추석),06:00-00:00,06:00-00:00,00:00-00:00,5,14,서울특별시 관악구 남부순환로 지하 1721,00-000-0000,http://lib.gwanak.go.kr/,37.482332,126.942487
낙성대역 U-도서관,작은도서관,서울특별시,관악구,국가지정공휴일(설날/추석),06:00-00:00,06:00-00:00,00:00-00:00,5,14,서울특별시 관악구 남부순환로 지하 1928,00-000-0000,http://lib.gwanak.go.kr/,37.476975,126.963739
신림역 U-도서관,작은도서관,서울특별시,관악구,국가지정공휴일(설날/추석),06:00-00:00,06:00-00:00,00:00-00:00,5,14,서울특별시 관악구 남부순환로 지하 1614,00-000-0000,http://lib.gwanak.go.kr/,37.484224,126.929681
봉현작은도서관,작은도서관,서울특별시,관악구,매주 일요일/국가지정공휴일,09:00-18:00,09:00-18:00,00:00-00:00,5,14,서울특별시 관악구 관악로 255-7,070-7163-5167,http://lib.gwanak.go.kr/,37.4871775,126.956625
청룡작은도서관,작은도서관,서울특별시,관악구,매주 일요일/국가지정공휴일,09:00-18:00,09:00-18:00,00:00-00:00,5,14,서울특별시 관악구 청룡9길 12-39,02-876-4041,http://lib.gwanak.go.kr/,37.478018,126.946457
삼성작은도서관,작은도서관,서울특별시,관악구,매주 일요일/국가지정공휴일,09:00-18:00,09:00-18:00,00:00-00:00,5,14,서울특별시 관악구 호암로 520,070-7163-5166,http://lib.gwanak.go.kr/,37.464073,126.931802
숲속작은도서관,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 관악산 나들길 114,070-4118-6154,http://lib.gwanak.go.kr/,37.458841,126.946195
책이랑놀이랑,작은도서관,서울특별시,관악구,매주 화요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,5,14,서울특별시 관악구 행운1길 12,02-878-0955,http://lib.gwanak.go.kr/,37.479992,126.958588
책쉼터,작은도서관,서울특별시,관악구,매주 일요일/국가지정공휴일,10:00-18:00,00:00-00:00,00:00-00:00,4,14,서울특별시 관악구 낙성대로3길 37,02-879-5712,http://lib.gwanak.go.kr/,37.472973,126.960215
